Order_ID,Batch_Number,Product_Name,Category,Dosage_Form,Manufacturer,Warehouse,Hospital_Client,City,Logistics_Company,Order_Date,Dispatch_Date,Delivery_Date,Days_To_Deliver,Delivery_Status,Quantity_Units,Unit_Price_EUR,Total_Value_EUR,Discount_Percentage,Final_Value_EUR,Payment_Status,Cold_Chain_Required,Temperature_Zone,Damage_Reported,Return_Reason,Expiry_Date,Stock_Level,Reorder_Point,Lead_Time_Days,Compliance_Status
ORD003446,BATCH03446,Warfarin 5mg,Blood Thinner,Tablet,Bayer,Munich Hub,Stuttgart Health Center,Munich,FedEx Health,10-03-2024,11-03-2024,14-03-2024,4,Delivered,616,389.14,239710.24,8.1,220293.71,Paid,No,Ambient (15-25°C),No,Not Applicable,21-11-2027,17510,2521,6,Compliant
ORD003447,BATCH03447,Vitamin D3 1000IU,Supplement,Tablet,Sanofi,Leipzig Store,Hamburg Medical Center,Leipzig,BioLogistics GmbH,02-09-2023,06-09-2023,07-09-2023,5,Delivered,4817,367.26,1769091.42,13.8,1524956.8,Paid,No,Ambient (15-25°C),No,Not Applicable,27-05-2028,2208,4381,13,Compliant
ORD003448,BATCH03448,Atorvastatin 10mg,Cholesterol,Tablet,Abbott,Frankfurt Depot,Cologne Medical Hub,Frankfurt,ColdChain Logistics,04-09-2022,06-09-2022,08-09-2022,4,Delivered,342,403.55,138014.1,4.1,132355.52,Paid,No,Refrigerated (2-8°C),No,Not Applicable,08-05-2025,21374,3856,12,Compliant
ORD003449,BATCH03449,Cetirizine 10mg,Allergy,Tablet,Novartis,Frankfurt Depot,Hamburg Medical Center,Frankfurt,DHL Medical,28-07-2023,01-08-2023,03-08-2023,6,Delivered,596,395.33,235616.68,10.5,210876.93,Paid,No,Refrigerated (2-8°C),No,Not Applicable,26-09-2026,42826,1045,10,Under Review
ORD003450,BATCH03450,Dexamethasone 4mg,Steroid,Tablet,Sanofi,Leipzig Store,Frankfurt General Hospital,Leipzig,UPS Pharma,17-10-2023,20-10-2023,23-10-2023,6,Delivered,3012,309.89,933388.68,2.2,912854.13,Paid,No,Ambient (15-25°C),No,Not Applicable,22-05-2025,23628,2894,8,Compliant
ORD003451,BATCH03451,Fluoxetine 20mg,Antidepressant,Capsule,Merck,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,UPS Pharma,29-04-2023,02-05-2023,08-05-2023,9,Delivered,225,466.23,104901.75,5.6,99027.25,Pending,No,Ambient (15-25°C),No,Not Applicable,10-05-2024,16756,4455,2,Under Review
ORD003452,BATCH03452,Vitamin D3 1000IU,Supplement,Tablet,Roche,Cologne Warehouse,Bremen Health Institute,Cologne,UPS Pharma,17-04-2024,22-04-2024,Not Delivered Yet,Not Applicable,In Transit,956,95.13,90944.28,5.9,85578.57,Paid,No,Ambient (15-25°C),No,Not Applicable,28-02-2027,36328,568,13,Non-Compliant
ORD003453,BATCH03453,Atorvastatin 10mg,Cholesterol,Tablet,Pfizer,Leipzig Store,Nuremberg Clinic,Leipzig,ColdChain Logistics,12-12-2023,17-12-2023,Not Delivered Yet,Not Applicable,Pending,2319,164.96,382542.24,6,359589.71,Pending,No,Ambient (15-25°C),No,Not Applicable,08-12-2025,24928,547,3,Compliant
ORD003454,BATCH03454,Losartan 50mg,Hypertension,Tablet,Pfizer,Frankfurt Depot,Dresden Hospital,Frankfurt,MedExpress,19-11-2023,21-11-2023,25-11-2023,6,Delivered,4888,96.38,471105.44,14.5,402795.15,Paid,No,Ambient (15-25°C),No,Not Applicable,22-06-2026,8155,813,7,Non-Compliant
ORD003455,BATCH03455,Dexamethasone 4mg,Steroid,Tablet,Johnson & Johnson,Cologne Warehouse,Hamburg Medical Center,Cologne,DHL Medical,14-02-2025,16-02-2025,17-02-2025,3,Delivered,3456,104.69,361808.64,5.5,341909.16,Paid,No,Refrigerated (2-8°C),No,Not Applicable,30-03-2027,44854,4750,5,Compliant
ORD003456,BATCH03456,Lisinopril 10mg,Hypertension,Tablet,GSK,Cologne Warehouse,Cologne Medical Hub,Cologne,UPS Pharma,15-04-2023,19-04-2023,21-04-2023,6,Delivered,2815,105.77,297742.55,5.2,282259.94,Overdue,No,Ambient (15-25°C),No,Not Applicable,04-11-2026,27585,4761,10,Under Review
ORD003457,BATCH03457,Cetirizine 10mg,Allergy,Tablet,Roche,Munich Hub,Cologne Medical Hub,Munich,FedEx Health,23-02-2022,25-02-2022,07-03-2022,12,Delayed,3714,467.09,1734772.26,5.2,1644564.1,Paid,No,Refrigerated (2-8°C),No,Not Applicable,13-05-2025,15176,4742,5,Non-Compliant
ORD003458,BATCH03458,Metformin 500mg,Diabetes,Tablet,AstraZeneca,Frankfurt Depot,Berlin University Hospital,Frankfurt,UPS Pharma,02-10-2024,05-10-2024,Cancelled,Not Applicable,Cancelled,1200,81.75,98100,15.8,82600.2,Paid,No,Refrigerated (2-8°C),No,Not Applicable,31-07-2029,2298,3001,1,Compliant
ORD003459,BATCH03459,Cetirizine 10mg,Allergy,Tablet,Johnson & Johnson,Munich Hub,Berlin University Hospital,Munich,FedEx Health,21-01-2025,25-01-2025,Not Delivered Yet,Not Applicable,In Transit,1776,276.73,491472.48,7.5,454612.04,Paid,No,Ambient (15-25°C),No,Not Applicable,27-03-2027,8309,1294,6,Non-Compliant
ORD003460,BATCH03460,Azithromycin 500mg,Antibiotic,Tablet,Sanofi,Munich Hub,Dresden Hospital,Munich,MedExpress,04-03-2025,07-03-2025,00-01-1900,Not Applicable,Returned,1596,203.85,325344.6,6.8,303221.17,Overdue,No,Refrigerated (2-8°C),No,Expired,10-04-2028,4746,4429,9,Compliant
ORD003461,BATCH03461,Metformin 500mg,Diabetes,Tablet,AstraZeneca,Cologne Warehouse,Stuttgart Health Center,Cologne,UPS Pharma,19-10-2023,21-10-2023,09-11-2023,21,Delayed,1373,298.44,409758.12,10,368782.31,Overdue,No,Ambient (15-25°C),No,Not Applicable,10-11-2025,20521,1779,9,Compliant
ORD003462,BATCH03462,Ibuprofen 400mg,Anti-inflammatory,Tablet,Sanofi,Cologne Warehouse,Hanover Medical Center,Cologne,ColdChain Logistics,11-08-2022,15-08-2022,00-01-1900,Not Applicable,Returned,3480,200.33,697148.4,4.9,662988.13,Overdue,No,Ambient (15-25°C),No,Damaged,15-04-2025,5455,1297,6,Compliant
ORD003463,BATCH03463,Metformin 500mg,Diabetes,Tablet,Bayer,Stuttgart Center,Hamburg Medical Center,Stuttgart,UPS Pharma,23-07-2024,24-07-2024,Cancelled,Not Applicable,Cancelled,2968,338.84,1005677.12,5.2,953381.91,Paid,No,Ambient (15-25°C),No,Not Applicable,10-10-2028,2171,4011,6,Compliant
ORD003464,BATCH03464,Dexamethasone 4mg,Steroid,Tablet,Bayer,Hamburg Port,Munich Clinic,Hamburg,FedEx Health,15-09-2024,18-09-2024,00-01-1900,Not Applicable,Returned,4941,445.68,2202104.88,9.2,1999511.23,Paid,No,Ambient (15-25°C),No,Wrong Item,21-12-2026,24066,3885,3,Under Review
ORD003465,BATCH03465,Cetirizine 10mg,Allergy,Tablet,AstraZeneca,Hamburg Port,Bremen Health Institute,Hamburg,UPS Pharma,09-11-2023,10-11-2023,00-01-1900,Not Applicable,Returned,2791,346.35,966662.85,3.1,936696.3,Pending,No,Ambient (15-25°C),No,Expired,21-10-2028,26387,797,6,Under Review
ORD003466,BATCH03466,COVID-19 Vaccine,Vaccine,Injection,GSK,Frankfurt Depot,Cologne Medical Hub,Frankfurt,BioLogistics GmbH,21-06-2022,23-06-2022,00-01-1900,Not Applicable,Returned,2287,282.5,646077.5,11,575008.97,Paid,Yes,Refrigerated (2-8°C),No,Expired,10-09-2024,6497,3058,7,Non-Compliant
ORD003467,BATCH03467,Fluoxetine 20mg,Antidepressant,Capsule,Bayer,Stuttgart Center,Frankfurt General Hospital,Stuttgart,ColdChain Logistics,01-02-2024,03-02-2024,10-02-2024,9,Delivered,876,403.82,353746.32,12.9,308113.04,Paid,No,Ambient (15-25°C),No,Not Applicable,04-05-2026,41988,1807,10,Compliant
ORD003468,BATCH03468,Ciprofloxacin 500mg,Antibiotic,Tablet,AstraZeneca,Berlin Central,Munich Clinic,Berlin,BioLogistics GmbH,20-11-2024,24-11-2024,00-01-1900,Not Applicable,Returned,3717,345.07,1282625.19,17.7,1055600.53,Overdue,No,Ambient (15-25°C),No,Quality Issue,13-05-2027,29617,2133,3,Compliant
ORD003469,BATCH03469,Morphine 10mg,Pain Relief,Injection,Novartis,Stuttgart Center,Munich Clinic,Stuttgart,DHL Medical,03-06-2023,06-06-2023,00-01-1900,Not Applicable,Returned,989,331.75,328100.75,19.7,263464.9,Paid,Yes,Refrigerated (2-8°C),No,Quality Issue,17-08-2026,33152,4325,11,Compliant
ORD003470,BATCH03470,Metformin 500mg,Diabetes,Tablet,Abbott,Munich Hub,Bremen Health Institute,Munich,ColdChain Logistics,04-07-2023,05-07-2023,Cancelled,Not Applicable,Cancelled,2923,375.89,1098726.47,1.5,1082245.57,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,12-11-2024,38311,2951,12,Under Review
ORD003471,BATCH03471,Losartan 50mg,Hypertension,Tablet,Abbott,Cologne Warehouse,Munich Clinic,Cologne,DHL Medical,15-08-2023,17-08-2023,Cancelled,Not Applicable,Cancelled,3248,40.41,131251.68,2.6,127839.14,Paid,No,Ambient (15-25°C),Yes,Not Applicable,09-02-2027,5465,1874,14,Compliant
ORD003472,BATCH03472,Ciprofloxacin 500mg,Antibiotic,Tablet,Abbott,Leipzig Store,Hanover Medical Center,Leipzig,ColdChain Logistics,31-07-2024,01-08-2024,Not Delivered Yet,Not Applicable,In Transit,4634,58.08,269142.72,14.9,229040.45,Paid,No,Ambient (15-25°C),No,Not Applicable,08-07-2027,5822,1455,1,Compliant
ORD003473,BATCH03473,Salbutamol Inhaler,Respiratory,Inhaler,Merck,Munich Hub,Stuttgart Health Center,Munich,MedExpress,04-09-2022,06-09-2022,11-09-2022,7,Delivered,2989,130.15,389018.35,13.1,338056.95,Pending,No,Refrigerated (2-8°C),No,Not Applicable,24-11-2026,11810,3779,13,Compliant
ORD003474,BATCH03474,Metformin 500mg,Diabetes,Tablet,Abbott,Berlin Central,Hanover Medical Center,Berlin,DHL Medical,07-02-2025,11-02-2025,15-02-2025,8,Delivered,3673,420.45,1544312.85,5.4,1460919.96,Paid,No,Ambient (15-25°C),No,Not Applicable,22-11-2029,45134,4177,10,Compliant
ORD003475,BATCH03475,Cetirizine 10mg,Allergy,Tablet,Abbott,Hamburg Port,Berlin University Hospital,Hamburg,MedExpress,03-11-2022,08-11-2022,Not Delivered Yet,Not Applicable,Pending,1350,111.5,150525,7.2,139687.2,Overdue,No,Ambient (15-25°C),No,Not Applicable,24-08-2026,31900,3763,10,Compliant
ORD003476,BATCH03476,Losartan 50mg,Hypertension,Tablet,Bayer,Hamburg Port,Hanover Medical Center,Hamburg,BioLogistics GmbH,05-06-2022,07-06-2022,Not Delivered Yet,Not Applicable,Pending,709,74.73,52983.57,5.6,50016.49,Paid,No,Ambient (15-25°C),No,Not Applicable,21-07-2025,49724,4593,1,Non-Compliant
ORD003477,BATCH03477,Atorvastatin 10mg,Cholesterol,Tablet,GSK,Munich Hub,Frankfurt General Hospital,Munich,UPS Pharma,12-03-2024,15-03-2024,21-03-2024,9,Delivered,1768,191.09,337847.12,2.2,330414.48,Paid,No,Refrigerated (2-8°C),No,Not Applicable,06-02-2028,30855,1340,14,Non-Compliant
ORD003478,BATCH03478,Omeprazole 20mg,Gastric,Capsule,Merck,Stuttgart Center,Stuttgart Health Center,Stuttgart,MedExpress,12-09-2023,17-09-2023,02-10-2023,20,Delayed,416,369.36,153653.76,1.1,151963.57,Paid,No,Ambient (15-25°C),No,Not Applicable,09-02-2027,24698,2790,9,Compliant
ORD003479,BATCH03479,Ciprofloxacin 500mg,Antibiotic,Tablet,Abbott,Frankfurt Depot,Berlin University Hospital,Frankfurt,DHL Medical,15-05-2024,20-05-2024,00-01-1900,Not Applicable,Returned,2823,277.17,782450.91,15.2,663518.37,Paid,No,Ambient (15-25°C),No,Expired,01-12-2027,48158,1623,5,Under Review
ORD003480,BATCH03480,Morphine 10mg,Pain Relief,Injection,Abbott,Leipzig Store,Frankfurt General Hospital,Leipzig,ColdChain Logistics,26-03-2022,28-03-2022,Not Delivered Yet,Not Applicable,In Transit,3250,466.11,1514857.5,17.5,1249757.44,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,06-06-2026,24877,676,4,Under Review
ORD003481,BATCH03481,Vitamin D3 1000IU,Supplement,Tablet,Novartis,Cologne Warehouse,Cologne Medical Hub,Cologne,BioLogistics GmbH,08-08-2023,10-08-2023,Cancelled,Not Applicable,Cancelled,1600,432.58,692128,10.7,618070.3,Paid,No,Refrigerated (2-8°C),No,Not Applicable,13-02-2027,29729,1151,8,Compliant
ORD003482,BATCH03482,Losartan 50mg,Hypertension,Tablet,Bayer,Hamburg Port,Hanover Medical Center,Hamburg,ColdChain Logistics,23-07-2024,26-07-2024,30-07-2024,7,Delivered,1002,345.29,345980.58,0.8,343212.74,Pending,No,Ambient (15-25°C),No,Not Applicable,17-11-2027,20908,4056,7,Compliant
ORD003483,BATCH03483,Vitamin D3 1000IU,Supplement,Tablet,AstraZeneca,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,BioLogistics GmbH,04-03-2023,09-03-2023,11-03-2023,7,Delivered,1201,442.33,531238.33,4.2,508926.32,Paid,No,Ambient (15-25°C),No,Not Applicable,30-06-2024,6446,964,4,Non-Compliant
ORD003484,BATCH03484,Prednisolone 5mg,Steroid,Tablet,Merck,Stuttgart Center,Hamburg Medical Center,Stuttgart,DHL Medical,05-01-2025,09-01-2025,Not Delivered Yet,Not Applicable,Pending,4660,469.1,2186006,14.7,1864663.12,Paid,No,Refrigerated (2-8°C),Yes,Not Applicable,21-10-2028,11531,2398,4,Compliant
ORD003485,BATCH03485,Morphine 10mg,Pain Relief,Injection,Merck,Leipzig Store,Frankfurt General Hospital,Leipzig,BioLogistics GmbH,22-08-2024,25-08-2024,Cancelled,Not Applicable,Cancelled,4941,3.92,19368.72,3.6,18671.45,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,14-05-2026,8605,1767,1,Compliant
ORD003486,BATCH03486,Azithromycin 500mg,Antibiotic,Tablet,AstraZeneca,Frankfurt Depot,Berlin University Hospital,Frankfurt,BioLogistics GmbH,20-10-2023,24-10-2023,Not Delivered Yet,Not Applicable,Pending,2238,356.88,798697.44,13.2,693269.38,Pending,No,Ambient (15-25°C),No,Not Applicable,09-08-2026,46362,2930,10,Compliant
ORD003487,BATCH03487,Ibuprofen 400mg,Anti-inflammatory,Tablet,AstraZeneca,Stuttgart Center,Hamburg Medical Center,Stuttgart,ColdChain Logistics,07-02-2023,11-02-2023,16-02-2023,9,Delivered,3511,374.45,1314693.95,12.5,1150357.21,Overdue,No,Ambient (15-25°C),No,Not Applicable,01-03-2027,14797,1217,4,Under Review
ORD003488,BATCH03488,Paracetamol 500mg,Pain Relief,Tablet,Pfizer,Cologne Warehouse,Frankfurt General Hospital,Cologne,FedEx Health,27-04-2023,01-05-2023,Not Delivered Yet,Not Applicable,In Transit,3785,373.72,1414530.2,16.7,1178303.66,Paid,No,Refrigerated (2-8°C),No,Not Applicable,06-06-2025,47247,1011,5,Non-Compliant
ORD003489,BATCH03489,COVID-19 Vaccine,Vaccine,Injection,Novartis,Stuttgart Center,Stuttgart Health Center,Stuttgart,UPS Pharma,28-06-2022,01-07-2022,00-01-1900,Not Applicable,Returned,4440,54.29,241047.6,2.2,235744.55,Paid,Yes,Refrigerated (2-8°C),Yes,Expired,28-11-2023,38012,2010,3,Compliant
ORD003490,BATCH03490,Ibuprofen 400mg,Anti-inflammatory,Tablet,Merck,Frankfurt Depot,Hanover Medical Center,Frankfurt,ColdChain Logistics,06-12-2024,11-12-2024,22-12-2024,16,Delayed,1255,21.43,26894.65,18.1,22026.72,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,23-02-2026,45216,1114,1,Non-Compliant
ORD003491,BATCH03491,Omeprazole 20mg,Gastric,Capsule,AstraZeneca,Munich Hub,Hamburg Medical Center,Munich,BioLogistics GmbH,07-09-2023,11-09-2023,Cancelled,Not Applicable,Cancelled,4300,118.89,511227,0.7,507648.41,Paid,No,Ambient (15-25°C),No,Not Applicable,08-03-2028,33454,4890,4,Compliant
ORD003492,BATCH03492,Insulin Glargine,Diabetes,Injection,Johnson & Johnson,Munich Hub,Cologne Medical Hub,Munich,FedEx Health,21-08-2023,23-08-2023,Cancelled,Not Applicable,Cancelled,2234,299.27,668569.18,6,628455.03,Overdue,Yes,Refrigerated (2-8°C),No,Not Applicable,01-06-2027,17331,4395,12,Non-Compliant
ORD003493,BATCH03493,Amoxicillin 250mg,Antibiotic,Capsule,Roche,Munich Hub,Bremen Health Institute,Munich,FedEx Health,17-06-2022,18-06-2022,Not Delivered Yet,Not Applicable,In Transit,4989,33.34,166333.26,8.8,151695.93,Paid,No,Refrigerated (2-8°C),No,Not Applicable,04-11-2023,19246,2466,12,Under Review
ORD003494,BATCH03494,Morphine 10mg,Pain Relief,Injection,Merck,Cologne Warehouse,Hamburg Medical Center,Cologne,FedEx Health,05-07-2022,06-07-2022,Not Delivered Yet,Not Applicable,Pending,1299,491.55,638523.45,6,600212.04,Overdue,Yes,Refrigerated (2-8°C),Yes,Not Applicable,17-06-2025,45114,3695,4,Compliant
ORD003495,BATCH03495,Amoxicillin 250mg,Antibiotic,Capsule,Bayer,Leipzig Store,Hamburg Medical Center,Leipzig,MedExpress,31-07-2023,01-08-2023,Not Delivered Yet,Not Applicable,Pending,4540,234.54,1064811.6,15.7,897636.18,Overdue,No,Refrigerated (2-8°C),No,Not Applicable,31-12-2026,27298,1216,12,Non-Compliant
ORD003496,BATCH03496,COVID-19 Vaccine,Vaccine,Injection,Sanofi,Frankfurt Depot,Hamburg Medical Center,Frankfurt,ColdChain Logistics,14-09-2022,15-09-2022,00-01-1900,Not Applicable,Returned,2518,85.49,215263.82,11.7,190077.95,Paid,Yes,Refrigerated (2-8°C),No,Damaged,04-10-2025,6226,3028,2,Compliant
ORD003497,BATCH03497,Paracetamol 500mg,Pain Relief,Tablet,Sanofi,Cologne Warehouse,Hamburg Medical Center,Cologne,UPS Pharma,10-03-2023,11-03-2023,15-03-2023,5,Delivered,2872,48.79,140124.88,9.6,126672.89,Paid,No,Ambient (15-25°C),No,Not Applicable,24-04-2027,7890,3121,3,Under Review
ORD003498,BATCH03498,Ciprofloxacin 500mg,Antibiotic,Tablet,Pfizer,Berlin Central,Stuttgart Health Center,Berlin,ColdChain Logistics,20-02-2022,23-02-2022,00-01-1900,Not Applicable,Returned,2297,209.75,481795.75,0.5,479386.77,Paid,No,Refrigerated (2-8°C),No,Expired,19-05-2023,31211,617,5,Compliant
ORD003499,BATCH03499,Amoxicillin 250mg,Antibiotic,Capsule,Johnson & Johnson,Frankfurt Depot,Frankfurt General Hospital,Frankfurt,DHL Medical,18-02-2025,23-02-2025,Cancelled,Not Applicable,Cancelled,3664,166.07,608480.48,2.5,593268.47,Overdue,No,Ambient (15-25°C),No,Not Applicable,23-05-2027,16767,2921,2,Compliant
ORD003500,BATCH03500,Azithromycin 500mg,Antibiotic,Tablet,AstraZeneca,Hamburg Port,Hanover Medical Center,Hamburg,BioLogistics GmbH,25-12-2022,26-12-2022,27-12-2022,2,Delivered,1817,240.42,436843.14,9.5,395343.04,Paid,No,Ambient (15-25°C),No,Not Applicable,20-02-2024,20918,4945,3,Compliant
ORD003501,BATCH03501,Lisinopril 10mg,Hypertension,Tablet,Pfizer,Frankfurt Depot,Hamburg Medical Center,Frankfurt,MedExpress,19-06-2022,22-06-2022,Not Delivered Yet,Not Applicable,Pending,3927,448.74,1762201.98,17.9,1446767.83,Pending,No,Ambient (15-25°C),No,Not Applicable,10-06-2026,2440,2661,2,Non-Compliant
ORD003502,BATCH03502,Metformin 500mg,Diabetes,Tablet,Johnson & Johnson,Munich Hub,Cologne Medical Hub,Munich,UPS Pharma,16-09-2023,21-09-2023,Not Delivered Yet,Not Applicable,In Transit,969,357.73,346640.37,13,301577.12,Paid,No,Refrigerated (2-8°C),No,Not Applicable,12-07-2027,22773,3083,8,Compliant
ORD003503,BATCH03503,COVID-19 Vaccine,Vaccine,Injection,Johnson & Johnson,Cologne Warehouse,Frankfurt General Hospital,Cologne,FedEx Health,26-04-2022,29-04-2022,Not Delivered Yet,Not Applicable,In Transit,181,108.89,19709.09,17.6,16240.29,Paid,Yes,Refrigerated (2-8°C),No,Not Applicable,19-01-2027,35982,1166,9,Compliant
ORD003504,BATCH03504,Warfarin 5mg,Blood Thinner,Tablet,Sanofi,Hamburg Port,Frankfurt General Hospital,Hamburg,UPS Pharma,30-05-2024,01-06-2024,06-06-2024,7,Delivered,1295,180.66,233954.7,16.8,194650.31,Overdue,No,Ambient (15-25°C),No,Not Applicable,16-02-2029,39223,2760,10,Compliant
ORD003505,BATCH03505,Fluoxetine 20mg,Antidepressant,Capsule,Johnson & Johnson,Leipzig Store,Frankfurt General Hospital,Leipzig,MedExpress,03-05-2023,05-05-2023,Not Delivered Yet,Not Applicable,In Transit,600,88.5,53100,19.8,42586.2,Pending,No,Ambient (15-25°C),No,Not Applicable,13-10-2027,48669,3390,6,Non-Compliant
ORD003506,BATCH03506,Losartan 50mg,Hypertension,Tablet,Abbott,Leipzig Store,Berlin University Hospital,Leipzig,FedEx Health,20-01-2022,25-01-2022,26-01-2022,6,Delivered,3115,95.4,297171,14.1,255269.89,Paid,No,Refrigerated (2-8°C),No,Not Applicable,31-10-2025,29585,3527,2,Compliant
ORD003507,BATCH03507,Omeprazole 20mg,Gastric,Capsule,Johnson & Johnson,Frankfurt Depot,Cologne Medical Hub,Frankfurt,DHL Medical,28-01-2024,02-02-2024,Not Delivered Yet,Not Applicable,In Transit,864,127.88,110488.32,2.3,107947.09,Paid,No,Ambient (15-25°C),No,Not Applicable,04-01-2026,2762,4214,10,Under Review
ORD003508,BATCH03508,Azithromycin 500mg,Antibiotic,Tablet,Johnson & Johnson,Berlin Central,Berlin University Hospital,Berlin,MedExpress,04-06-2022,08-06-2022,Cancelled,Not Applicable,Cancelled,540,50.45,27243,0.6,27079.54,Pending,No,Ambient (15-25°C),No,Not Applicable,28-08-2024,15933,3031,14,Under Review
ORD003509,BATCH03509,Fluoxetine 20mg,Antidepressant,Capsule,Bayer,Munich Hub,Hamburg Medical Center,Munich,DHL Medical,07-01-2024,09-01-2024,27-01-2024,20,Delayed,2024,424.97,860139.28,15.7,725097.41,Paid,No,Ambient (15-25°C),No,Not Applicable,24-10-2026,8703,4975,7,Compliant
ORD003510,BATCH03510,Omeprazole 20mg,Gastric,Capsule,Roche,Hamburg Port,Berlin University Hospital,Hamburg,BioLogistics GmbH,09-03-2022,11-03-2022,14-03-2022,5,Delivered,4751,99.06,470634.06,16.8,391567.54,Paid,No,Refrigerated (2-8°C),No,Not Applicable,21-01-2025,22621,813,11,Compliant
ORD003511,BATCH03511,Omeprazole 20mg,Gastric,Capsule,Roche,Stuttgart Center,Nuremberg Clinic,Stuttgart,BioLogistics GmbH,27-01-2022,01-02-2022,Not Delivered Yet,Not Applicable,Pending,4893,245.77,1202552.61,19.6,966852.3,Paid,No,Refrigerated (2-8°C),No,Not Applicable,22-10-2025,9036,2375,6,Compliant
ORD003512,BATCH03512,Losartan 50mg,Hypertension,Tablet,Pfizer,Cologne Warehouse,Hamburg Medical Center,Cologne,MedExpress,07-01-2023,08-01-2023,Not Delivered Yet,Not Applicable,Pending,2520,292.91,738133.2,17.4,609698.02,Pending,No,Refrigerated (2-8°C),No,Not Applicable,29-12-2027,47413,2404,12,Compliant
ORD003513,BATCH03513,Salbutamol Inhaler,Respiratory,Inhaler,GSK,Frankfurt Depot,Bremen Health Institute,Frankfurt,FedEx Health,02-05-2024,07-05-2024,Cancelled,Not Applicable,Cancelled,1678,309.02,518535.56,17.2,429347.44,Paid,No,Ambient (15-25°C),No,Not Applicable,06-03-2026,24140,4311,1,Compliant
ORD003514,BATCH03514,Warfarin 5mg,Blood Thinner,Tablet,AstraZeneca,Cologne Warehouse,Frankfurt General Hospital,Cologne,DHL Medical,25-03-2023,28-03-2023,Not Delivered Yet,Not Applicable,Pending,2281,277.85,633775.85,7.2,588143.99,Paid,No,Refrigerated (2-8°C),No,Not Applicable,29-05-2027,45361,3687,9,Non-Compliant
ORD003515,BATCH03515,Salbutamol Inhaler,Respiratory,Inhaler,Johnson & Johnson,Munich Hub,Frankfurt General Hospital,Munich,BioLogistics GmbH,27-02-2023,28-02-2023,Cancelled,Not Applicable,Cancelled,2205,315.52,695721.6,0.2,694330.16,Paid,No,Ambient (15-25°C),No,Not Applicable,28-07-2027,3419,4964,2,Compliant
ORD003516,BATCH03516,Azithromycin 500mg,Antibiotic,Tablet,Merck,Berlin Central,Munich Clinic,Berlin,DHL Medical,26-01-2022,30-01-2022,Not Delivered Yet,Not Applicable,Pending,2870,187.17,537177.9,11.4,475939.62,Pending,No,Ambient (15-25°C),No,Not Applicable,30-01-2026,14187,2567,9,Compliant
ORD003517,BATCH03517,Salbutamol Inhaler,Respiratory,Inhaler,AstraZeneca,Berlin Central,Cologne Medical Hub,Berlin,FedEx Health,19-06-2023,23-06-2023,Not Delivered Yet,Not Applicable,Pending,2807,446.3,1252764.1,0.4,1247753.04,Overdue,No,Ambient (15-25°C),No,Not Applicable,08-05-2027,9634,4827,11,Under Review
ORD003518,BATCH03518,Losartan 50mg,Hypertension,Tablet,Novartis,Frankfurt Depot,Munich Clinic,Frankfurt,FedEx Health,24-06-2022,29-06-2022,Cancelled,Not Applicable,Cancelled,2729,342.22,933918.38,10.7,833989.11,Paid,No,Ambient (15-25°C),No,Not Applicable,22-08-2023,31855,1499,5,Non-Compliant
ORD003519,BATCH03519,Azithromycin 500mg,Antibiotic,Tablet,Abbott,Hamburg Port,Stuttgart Health Center,Hamburg,FedEx Health,09-06-2024,14-06-2024,Not Delivered Yet,Not Applicable,Pending,3442,107.75,370875.5,18.2,303376.16,Paid,No,Ambient (15-25°C),No,Not Applicable,25-06-2028,11033,2133,9,Compliant
ORD003520,BATCH03520,Atorvastatin 10mg,Cholesterol,Tablet,Roche,Frankfurt Depot,Berlin University Hospital,Frankfurt,UPS Pharma,05-05-2023,07-05-2023,Not Delivered Yet,Not Applicable,Pending,3956,483.52,1912805.12,5.9,1799949.62,Overdue,No,Ambient (15-25°C),No,Not Applicable,27-03-2025,21315,1979,5,Compliant
ORD003521,BATCH03521,Losartan 50mg,Hypertension,Tablet,Pfizer,Munich Hub,Frankfurt General Hospital,Munich,BioLogistics GmbH,05-09-2022,06-09-2022,Not Delivered Yet,Not Applicable,In Transit,4209,50.16,211123.44,7.1,196133.68,Paid,No,Refrigerated (2-8°C),No,Not Applicable,30-03-2025,21450,1261,5,Compliant
ORD003522,BATCH03522,Ciprofloxacin 500mg,Antibiotic,Tablet,Sanofi,Cologne Warehouse,Hamburg Medical Center,Cologne,MedExpress,26-09-2024,29-09-2024,Not Delivered Yet,Not Applicable,In Transit,4786,23.54,112662.44,11.5,99706.26,Paid,No,Ambient (15-25°C),No,Not Applicable,01-06-2029,35105,1040,12,Compliant
ORD003523,BATCH03523,Atorvastatin 10mg,Cholesterol,Tablet,Johnson & Johnson,Leipzig Store,Berlin University Hospital,Leipzig,MedExpress,27-05-2022,30-05-2022,03-06-2022,7,Delivered,827,116.56,96395.12,7,89647.46,Paid,No,Ambient (15-25°C),No,Not Applicable,08-11-2025,31038,981,3,Compliant
